Type,adjusted_time_minutes,BID Price Predicted
bid,117,132.10117
bid,118,132.10107
bid,119,132.10097
bid,120,132.10086
bid,121,132.10075
bid,122,132.10066
bid,123,132.1006
bid,124,132.10052
bid,125,132.10048
bid,126,132.10043
bid,127,131.82513
bid,128,131.935
bid,129,131.99356
bid,130,132.02371
bid,131,131.70143
bid,132,131.51163
bid,133,131.73438
bid,134,131.85385
bid,135,131.54242
bid,136,131.74686
bid,137,131.52376
bid,138,131.38667
bid,139,131.302
bid,140,131.24243
bid,141,131.19939
bid,142,131.16937
bid,143,131.14911
bid,144,131.13559
bid,145,131.12662
bid,146,131.1207
bid,147,131.11685
bid,148,131.11438
bid,149,131.11284
bid,150,131.11192
bid,151,131.11137
bid,152,131.11108
bid,153,131.11093
bid,154,131.11087
bid,155,131.11084
bid,156,131.11084
bid,157,131.11084
bid,158,131.11082
bid,159,131.1108
bid,160,130.55963
bid,161,130.4355
bid,162,131.03249
bid,163,131.02995
bid,164,131.03783
bid,165,131.06111
bid,166,131.08017
bid,167,131.09149
bid,168,131.0981
bid,169,131.10236
bid,170,131.10526
bid,171,131.10722
bid,172,131.1085
bid,173,131.1093
bid,174,131.10977
bid,175,131.11003
bid,176,130.76767
bid,177,130.90358
bid,178,130.97655
bid,179,131.0142
bid,180,131.04115
bid,181,131.06232
bid,182,131.07779
bid,183,130.4048
bid,184,130.68294
bid,185,130.83351
bid,186,130.91211
bid,187,130.96825
bid,188,131.01213
bid,189,131.04411
bid,190,131.06606
bid,191,131.0808
bid,192,131.09074
bid,193,131.09747
bid,194,131.10199
bid,195,131.105
bid,196,131.10696
bid,197,131.10822
bid,198,131.109
bid,199,131.10945
bid,200,131.10971
bid,201,131.10983
bid,202,131.10986
bid,203,131.10986
bid,204,131.00432
bid,205,130.46614
bid,206,130.63277
bid,207,130.802
bid,208,130.89247
bid,209,130.61185
bid,210,130.79503
bid,211,130.90294
bid,212,130.96484
bid,213,131.00822
bid,214,131.04054
bid,215,130.72115
bid,216,130.53015
bid,217,130.74947
bid,218,130.52496
bid,219,130.38762
bid,220,130.30515
bid,221,130.24786
bid,222,130.20628
bid,223,130.17711
bid,224,130.15733
bid,225,130.14417
bid,226,130.13542
bid,227,130.12968
bid,228,130.12596
bid,229,130.1236
bid,230,129.84924
bid,231,129.956
bid,232,130.01375
bid,233,130.04366
bid,234,130.06512
bid,235,130.08206
bid,236,130.0945
bid,237,130.10307
bid,238,130.10884
bid,239,130.11276
bid,240,130.11539
bid,241,130.11716
bid,242,130.11832
bid,243,130.11906
bid,244,130.11952
bid,245,130.1198
bid,246,130.11992
bid,247,130.11996
bid,248,130.11996
bid,249,129.74704
bid,250,129.89401
bid,251,129.97354
bid,252,129.67378
bid,253,129.4965
bid,254,129.3857
bid,255,129.30641
bid,256,129.2488
bid,257,129.20862
bid,258,129.18147
bid,259,129.16333
bid,260,129.15128
bid,261,128.87988
bid,262,127.96297
bid,263,128.41293
bid,264,127.307495
bid,265,127.966354
bid,266,128.35153
bid,267,128.5772
bid,268,128.7394
bid,269,128.86172
bid,270,128.94943
bid,271,129.00967
bid,272,129.05045
bid,273,128.84026
bid,274,128.952
bid,275,129.01526
bid,276,129.0499
bid,277,129.07407
bid,278,129.09224
bid,279,129.10513
bid,280,129.11377
bid,281,129.1194
bid,282,129.12303
bid,283,128.78584
bid,284,127.46487
bid,285,128.10693
bid,286,128.4566
bid,287,128.64586
bid,288,128.7828
bid,289,128.88945
bid,290,128.9671
bid,291,129.02055
bid,292,129.05667
bid,293,128.74165
bid,294,128.68732
bid,295,128.8509
bid,296,128.93971
bid,297,128.99425
bid,298,129.03482
bid,299,129.06512
bid,300,129.08641
bid,301,128.76132
bid,302,128.56433
bid,303,128.43668
bid,304,128.34457
bid,305,128.27794
bid,306,128.57095
bid,307,128.74628
bid,308,128.85936
bid,309,128.94164
bid,310,129.00168
bid,311,129.0437
bid,312,129.07234
bid,313,129.09167
bid,314,129.10472
bid,315,129.11348
bid,316,129.1193
bid,317,129.12311
bid,318,129.12553
bid,319,129.12703
bid,320,129.12793
bid,321,129.12842
bid,322,129.12866
bid,323,129.12877
bid,324,129.12877
bid,325,129.12874
bid,326,129.1287
bid,327,129.12863
bid,328,129.12859
bid,329,128.78903
bid,330,128.58243
bid,331,128.44836
bid,332,128.35199
bid,333,128.28256
bid,334,128.23431
bid,335,128.20166
bid,336,128.1798
bid,337,128.50458
bid,338,128.70183
bid,339,128.82983
bid,340,128.92229
bid,341,128.98927
bid,342,128.6966
bid,343,128.5217
bid,344,128.40898
bid,345,128.32693
bid,346,128.26701
bid,347,128.56447
bid,348,128.40338
bid,349,128.31143
bid,350,128.26054
bid,351,128.22475
bid,352,128.19762
bid,353,128.17813
bid,354,128.16483
bid,355,128.15594
bid,356,128.15004
bid,357,127.3725
bid,358,127.67095
bid,359,127.83486
bid,360,127.92014
bid,361,127.981064
bid,362,128.02916
bid,363,128.06462
bid,364,128.0892
bid,365,128.10583
bid,366,128.11713
bid,367,128.1248
bid,368,128.12999
bid,369,128.13345
bid,370,128.13573
bid,371,127.79915
bid,372,127.59353
bid,373,127.45983
bid,374,127.36358
bid,375,127.29406
bid,376,127.24562
bid,377,127.21273
bid,378,127.19061
bid,379,127.175804
bid,380,127.165985
bid,381,127.15953
bid,382,127.15539
bid,383,126.81622
bid,384,126.944885
bid,385,127.016075
bid,386,127.053276
bid,387,127.0799
bid,388,127.10096
bid,389,127.11655
bid,390,127.12737
bid,391,127.13472
bid,392,127.13969
bid,393,127.14307
bid,394,127.145325
bid,395,127.14681
bid,396,127.147766
bid,397,127.14835
bid,398,127.14869
bid,399,127.148865
bid,400,127.148926
bid,401,127.148926
bid,402,127.14888
bid,403,127.14881
bid,404,127.14874
bid,405,127.14867
bid,406,127.1486
bid,407,127.14853
bid,408,127.148476
bid,409,127.14842
bid,410,127.148384
bid,411,127.14835
bid,412,127.14832
bid,413,127.14829
bid,414,127.14828
bid,415,127.14827
bid,416,127.148254
bid,417,127.148254
bid,418,127.14824
bid,419,127.14823
bid,420,127.14823
bid,421,127.148224
bid,422,127.148224
bid,423,127.14822
bid,424,127.14822
bid,425,127.14822
bid,426,127.14822
bid,427,127.14822
bid,428,127.14822
bid,429,127.14822
bid,430,127.14821
bid,431,127.14821
bid,432,127.14822
bid,433,127.14822
bid,434,127.14822
bid,435,127.14822
bid,436,127.14822
bid,437,127.14822
bid,438,127.14822
bid,439,127.14822
bid,440,127.148224
bid,441,127.148224
bid,442,127.148224
bid,443,127.148224
bid,444,127.148224
bid,445,127.148224
bid,446,127.148224
bid,447,127.148224
bid,448,127.148224
bid,449,127.148224
bid,450,127.148224
bid,451,127.148224
bid,452,127.148224
bid,453,127.148224
bid,454,127.148224
bid,455,127.148224
bid,456,127.148224
bid,457,127.148224
bid,458,127.148224
bid,459,127.148224
bid,460,127.148224
bid,461,127.148224
bid,462,127.148224
bid,463,127.148224
bid,464,127.148224
bid,465,127.148224
bid,466,126.74451
bid,467,126.564
bid,468,125.77463
bid,469,125.94326
bid,470,126.02232
bid,471,126.053085
bid,472,126.07666
bid,473,126.0988
bid,474,126.1166
bid,475,126.129425
bid,476,125.6583
bid,477,125.849106
bid,478,125.956604
bid,479,126.01387
bid,480,126.05463
bid,481,126.08654
bid,482,126.110054
bid,483,126.126366
bid,484,126.13741
bid,485,126.14487
bid,486,126.14989
bid,487,126.153244
bid,488,126.15543
bid,489,126.15684
bid,490,126.1577
bid,491,126.158195
bid,492,126.158455
bid,493,126.15855
bid,494,126.15855
bid,495,126.15849
bid,496,126.15842
bid,497,126.15833
bid,498,126.15824
bid,499,126.15815
bid,500,125.4892
bid,501,125.410835
bid,502,125.01403
bid,503,124.74861
bid,504,124.57072
bid,505,124.77961
bid,506,124.56466
bid,507,124.432396
bid,508,124.938194
bid,509,125.32931
bid,510,125.24307
bid,511,124.87878
bid,512,125.33479
bid,513,125.60709
bid,514,125.771904
bid,515,125.88902
bid,516,125.3069
bid,517,124.955475
bid,518,125.39694
bid,519,125.30908
bid,520,125.250084
bid,521,124.55751
bid,522,124.13
bid,523,124.18132
bid,524,124.5177
bid,525,124.711845
bid,526,124.175545
bid,527,124.52632
bid,528,124.07618
bid,529,123.78995
bid,530,123.292465
bid,531,123.284004
bid,532,123.258934
bid,533,123.26165
bid,534,123.230125
bid,535,123.20521
bid,536,123.531204
bid,537,124.0669
bid,538,124.40594
bid,539,123.971565
bid,540,123.693825
bid,541,123.55508
bid,542,124.11564
bid,543,123.78253
bid,544,123.533806
bid,545,123.36985
bid,546,123.324265
bid,547,123.28308
bid,548,123.582375
bid,549,124.099815
bid,550,124.09434
bid,551,123.77866
bid,552,123.59879
bid,553,123.81434
bid,554,123.6012
bid,555,124.130035
bid,556,124.45918
bid,557,123.86214
bid,558,123.98767
bid,559,123.7332
bid,560,123.56127
bid,561,124.11287
bid,562,123.78039
bid,563,123.52872
bid,564,124.09769
bid,565,124.440445
bid,566,123.99005
bid,567,124.0639
bid,568,123.78176
bid,569,123.57266
bid,570,124.12376
bid,571,124.4537
bid,572,124.32974
bid,573,124.6085
bid,574,124.12665
bid,575,123.83076
bid,576,123.97418
bid,577,123.71163
bid,578,123.53969
bid,579,123.43083
bid,580,124.020676
bid,581,124.04653
bid,582,124.40503
bid,583,124.64508
bid,584,124.140854
bid,585,123.76178
bid,586,123.6029
bid,587,124.14731
bid,588,124.466644
bid,589,124.67003
bid,590,124.15408
bid,591,123.85191
bid,592,123.660255
bid,593,123.51929
bid,594,123.414566
bid,595,123.34029
bid,596,123.95472
bid,597,124.33349
bid,598,123.91531
bid,599,124.34676
bid,600,123.624146
bid,601,123.25512
bid,602,123.59867
bid,603,123.45428
bid,604,123.35678
bid,605,123.63449
bid,606,123.474
bid,607,123.70922
bid,608,123.859604
bid,609,123.95521
bid,610,123.690926
bid,611,123.53381
bid,612,123.43359
bid,613,123.19463
bid,614,122.94033
bid,615,122.70564
bid,616,123.21119
bid,617,122.85211
bid,618,122.63178
bid,619,122.50202
bid,620,122.74201
bid,621,123.21278
bid,622,122.844406
bid,623,122.63113
bid,624,122.50659
bid,625,122.417046
bid,626,123.01163
bid,627,123.04405
bid,628,122.74346
bid,629,122.90455
bid,630,122.673454
bid,631,122.85348
bid,632,123.19927
bid,633,122.84548
bid,634,122.966156
bid,635,122.71486
bid,636,122.55232
bid,637,122.44615
bid,638,122.37028
bid,639,122.97767
bid,640,122.6901
bid,641,123.18338
bid,642,123.50261
bid,643,123.70705
bid,644,123.18894
bid,645,122.899055
bid,646,123.02622
bid,647,122.75326
bid,648,123.23537
bid,649,123.53262
bid,650,123.06008
bid,651,122.66451
bid,652,122.87089
bid,653,122.467445
bid,654,122.38559
bid,655,122.330574
bid,656,122.94914
bid,657,122.668915
bid,658,122.50546
bid,659,122.41627
bid,660,122.68434
bid,661,122.51213
bid,662,122.405754
bid,663,123.006
bid,664,123.37581
bid,665,122.95197
bid,666,123.041534
bid,667,122.77201
bid,668,122.92489
bid,669,123.01236
bid,670,123.394104
bid,671,122.77976
bid,672,122.60297
bid,673,122.477554
bid,674,122.39465
bid,675,122.33091
bid,676,122.26585
bid,677,122.90533
bid,678,122.640724
bid,679,122.48688
bid,680,122.73436
bid,681,123.21402
bid,682,122.848595
bid,683,122.6351
bid,684,122.49536
bid,685,123.072945
bid,686,122.75842
bid,687,122.56787
bid,688,122.41913
bid,689,122.6887
bid,690,123.17788
bid,691,123.48253
bid,692,123.35773
bid,693,123.63399
bid,694,123.151566
bid,695,122.85238
bid,696,123.32341
bid,697,123.2654
bid,698,122.89611
bid,699,122.67703
bid,700,123.19864
bid,701,123.508514
bid,702,123.70315
bid,703,123.182236
bid,704,122.87453
bid,705,122.67883
bid,706,122.535194
bid,707,122.75925
bid,708,122.88981
bid,709,122.97294
bid,710,122.7046
bid,711,123.20781
bid,712,123.51909
bid,713,123.052895
bid,714,123.44296
bid,715,122.860695
bid,716,122.65791
bid,717,123.189095
bid,718,122.839516
bid,719,122.59543
bid,720,123.14133
bid,721,122.754585
bid,722,122.569984
bid,723,122.51468
bid,724,122.41636
bid,725,122.34626
bid,726,122.29829
bid,727,122.26527
bid,728,122.24252
bid,729,122.19038
bid,730,122.52413
bid,731,122.95242
bid,732,123.00415
bid,733,123.38577
bid,734,122.97615
bid,735,122.73081
bid,736,122.57818
bid,737,122.79737
bid,738,122.5896
bid,739,122.789154
bid,740,122.58578
bid,741,123.12207
bid,742,122.74108
bid,743,122.893845
bid,744,122.6646
bid,745,122.18751
bid,746,122.1573
bid,747,122.181786
bid,748,122.18232
bid,749,122.51108
bid,750,122.38891
bid,751,122.320885
bid,752,122.28594
bid,753,122.923546
bid,754,123.317184
bid,755,122.9112
bid,756,122.683174
bid,757,122.5473
bid,758,122.44689
bid,759,122.37009
bid,760,122.28153
bid,761,122.25542
bid,762,122.23629
bid,763,122.552666
bid,764,122.30157
bid,765,122.93078
bid,766,122.66572
bid,767,123.169655
bid,768,122.83174
bid,769,122.957
bid,770,123.371155
bid,771,122.9616
bid,772,122.71449
bid,773,122.564026
bid,774,122.45595
bid,775,122.705826
bid,776,123.18592
bid,777,123.15606
bid,778,122.82429
bid,779,122.6076
bid,780,122.492165
bid,781,122.735146
bid,782,122.544754
bid,783,122.42681
bid,784,122.68783
bid,785,122.5155
bid,786,122.739334
bid,787,123.21417
bid,788,123.51174
bid,789,123.71147
bid,790,123.19355
bid,791,123.547806
bid,792,123.1
bid,793,123.47484
bid,794,123.70385
bid,795,123.091095
bid,796,123.47508
bid,797,123.378716
bid,798,122.979546
bid,799,122.7351
bid,800,122.57499
bid,801,122.789696
bid,802,122.58118
bid,803,122.41728
bid,804,122.35189
bid,805,122.30521
bid,806,122.26974
bid,807,122.57514
bid,808,123.096375
bid,809,123.09573
bid,810,123.44632
bid,811,123.04729
bid,812,122.75124
bid,813,122.59343
bid,814,123.14052
bid,815,122.82934
bid,816,122.94526
bid,817,123.35915
bid,818,122.952835
bid,819,123.37112
bid,820,123.303185
bid,821,122.92911
bid,822,122.70267
bid,823,122.55426
bid,824,122.77653
bid,825,122.64246
bid,826,122.48941
bid,827,122.39854
bid,828,123.000404
bid,829,123.03768
bid,830,122.73907
bid,831,123.23292
bid,832,123.539536
bid,833,123.068535
bid,834,123.45427
bid,835,123.69576
bid,836,123.17869
bid,837,123.53056
bid,838,123.085
bid,839,122.80075
bid,840,122.29098
bid,841,122.28671
bid,842,122.59472
bid,843,122.11288
bid,844,122.47685
bid,845,122.37611
bid,846,122.31062
bid,847,122.275475
bid,848,122.5828
bid,849,123.10349
bid,850,123.10128
bid,851,122.7882
bid,852,122.609116
bid,853,123.15555
bid,854,122.81914
bid,855,122.61138
bid,856,122.44453
bid,857,122.706604
bid,858,122.52813
bid,859,122.357635
bid,860,122.97573
bid,861,122.69367
bid,862,123.18642
bid,863,123.17253
bid,864,123.16958
bid,865,122.76263
bid,866,122.595245
bid,867,122.481186
bid,868,122.72481
bid,869,122.33299
bid,870,122.62477
bid,871,122.476776
bid,872,122.38182
bid,873,122.32575
bid,874,122.94941
bid,875,122.644684
bid,876,122.49201
bid,877,122.73884
bid,878,123.216934
bid,879,122.85036
bid,880,122.35174
bid,881,122.33286
bid,882,122.30353
bid,883,122.267265
bid,884,122.24054
bid,885,122.88648
bid,886,123.289764
bid,887,122.891914
bid,888,123.33221
bid,889,123.281235
bid,890,123.579
bid,891,123.10779
bid,892,122.819984
bid,893,122.63819
bid,894,123.16939
bid,895,122.822815
bid,896,122.61101
bid,897,122.48775
bid,898,122.401726
bid,899,122.99992
bid,900,123.366684
bid,901,123.27347
bid,902,123.24009
bid,903,122.90099
bid,904,123.34955
bid,905,123.06818
bid,906,123.44044
bid,907,123.67684
bid,908,123.164505
bid,909,123.18942
bid,910,122.872314
bid,911,122.661224
bid,912,123.18255
bid,913,123.494896
bid,914,123.0311
bid,915,122.76312
bid,916,123.26268
bid,917,122.89429
bid,918,122.993225
bid,919,123.39195
bid,920,122.87852
bid,921,122.67889
bid,922,122.5396
bid,923,122.43688
bid,924,122.36085
bid,925,122.969475
bid,926,122.683876
bid,927,122.493675
bid,928,122.40985
bid,929,122.34993
bid,930,122.30279
bid,931,122.59879
bid,932,122.451065
bid,933,123.026276
bid,934,122.72899
bid,935,122.552475
bid,936,122.450966
bid,937,123.0409
bid,938,123.398506
bid,939,123.29681
bid,940,123.58883
bid,941,123.450356
bid,942,123.69943
bid,943,123.52425
bid,944,123.08538
bid,945,123.14417
bid,946,122.65071
bid,947,123.17959
bid,948,123.49832
bid,949,123.03319
bid,950,123.093765
bid,951,123.13571
bid,952,122.821
bid,953,123.2858
bid,954,123.238686
bid,955,123.54261
bid,956,123.08002
bid,957,123.462654
bid,958,123.03664
bid,959,123.097374
bid,960,122.80308
bid,961,122.61141
bid,962,122.485504
bid,963,122.396194
bid,964,122.99453
bid,965,122.70082
bid,966,122.858215
bid,967,122.63771
bid,968,123.16164
bid,969,123.15366
bid,970,123.15305
bid,971,122.83498
bid,972,122.63943
bid,973,122.51003
bid,974,123.077934
bid,975,122.75968
bid,976,123.23093
bid,977,123.20307
bid,978,122.85983
bid,979,122.564606
bid,980,122.46581
bid,981,122.71815
bid,982,122.5216
bid,983,122.41089
bid,984,122.34637
bid,985,122.632034
bid,986,122.14569
bid,987,121.844925
bid,988,121.65589
bid,989,121.52083
bid,990,121.75088
bid,991,121.886795
bid,992,121.64487
bid,993,122.16323
bid,994,121.74855
bid,995,121.90389
bid,996,122.33595
bid,997,121.94131
bid,998,121.7034
bid,999,121.559746
bid,1000,121.45678
bid,1001,121.37966
bid,1002,121.324165
bid,1003,121.94513
bid,1004,122.00185
bid,1005,122.04823
bid,1006,122.09595
bid,1007,121.80282
bid,1008,121.55083
bid,1009,121.456184
bid,1010,122.37445
bid,1011,122.60645
bid,1012,122.891785
bid,1013,123.306076
bid,1014,123.58207
bid,1015,123.53154
bid,1016,123.75201
bid,1017,123.89451
bid,1018,123.984215
bid,1019,124.04565
bid,1020,124.0889
bid,1021,123.55302
bid,1022,123.45512
bid,1023,123.38352
bid,1024,123.592896
bid,1025,123.77597
bid,1026,123.892845
bid,1027,123.97641
bid,1028,124.03797
bid,1029,124.08187
bid,1030,124.11219
bid,1031,124.13285
bid,1032,123.81481
bid,1033,123.61816
bid,1034,123.48976
bid,1035,123.39694
bid,1036,123.32942
bid,1037,123.28202
bid,1038,123.24964
bid,1039,123.22778
bid,1040,123.21312
bid,1041,123.20336
bid,1042,123.19695
bid,1043,123.19284
bid,1044,123.19027
bid,1045,123.18873
bid,1046,123.18784
bid,1047,123.1874
bid,1048,123.09261
bid,1049,123.12824
bid,1050,123.04931
bid,1051,123.0976
bid,1052,123.10384
bid,1053,123.12987
bid,1054,123.14733
bid,1055,123.159424
bid,1056,123.16811
bid,1057,123.17432
bid,1058,123.17861
bid,1059,123.18154
bid,1060,123.1835
bid,1061,123.18482
bid,1062,122.85506
bid,1063,122.98025
bid,1064,123.05174
bid,1065,123.08962
bid,1066,123.116455
bid,1067,123.13758
bid,1068,123.153275
bid,1069,123.16423
bid,1070,123.17168
bid,1071,123.03283
bid,1072,123.09054
bid,1073,123.123825
bid,1074,122.59933
bid,1075,122.81634
bid,1076,122.6124
bid,1077,122.47528
bid,1078,122.3891
bid,1079,122.32974
bid,1080,122.28718
bid,1081,122.25723
bid,1082,122.16611
bid,1083,122.50933
bid,1084,122.391464
bid,1085,122.32234
bid,1086,122.28637
bid,1087,122.261604
bid,1088,122.24228
bid,1089,122.22796
bid,1090,122.21799
bid,1091,122.211235
bid,1092,122.206665
bid,1093,122.20358
bid,1094,122.53194
bid,1095,122.73691
bid,1096,122.540794
bid,1097,122.43127
bid,1098,122.36632
bid,1099,122.24053
bid,1100,122.232574
bid,1101,122.22239
bid,1102,122.212585
bid,1103,122.206116
bid,1104,122.12911
bid,1105,122.15431
bid,1106,122.16865
bid,1107,122.17609
bid,1108,122.181435
bid,1109,122.185776
bid,1110,122.18907
bid,1111,122.191444
bid,1112,122.19308
bid,1113,122.19423
bid,1114,122.19502
bid,1115,122.19557
bid,1116,122.195946
bid,1117,122.1962
bid,1118,122.19635
bid,1119,122.19646
bid,1120,122.1965
bid,1121,122.196526
bid,1122,122.19653
bid,1123,122.196526
bid,1124,122.1965
bid,1125,122.19649
bid,1126,122.196465
bid,1127,121.99373
bid,1128,122.06965
bid,1129,122.1133
bid,1130,122.136475
bid,1131,122.1529
bid,1132,122.16584
bid,1133,122.1755
bid,1134,122.11633
bid,1135,122.14565
bid,1136,122.16301
bid,1137,122.17269
bid,1138,122.1795
bid,1139,122.184685
bid,1140,122.18848
bid,1141,122.19109
bid,1142,122.19287
bid,1143,122.19405
bid,1144,122.19484
bid,1145,122.195366
bid,1146,122.1957
bid,1147,122.02022
bid,1148,122.035446
bid,1149,122.09238
bid,1150,122.12346
bid,1151,121.71453
bid,1152,121.56121
bid,1153,121.45922
bid,1154,121.38149
bid,1155,121.32453
bid,1156,121.2851
bid,1157,121.25852
bid,1158,121.2407
bid,1159,121.22878
bid,1160,121.22088
bid,1161,121.21571
bid,1162,121.21241
bid,1163,121.210335
bid,1164,121.209076
bid,1165,121.20833
bid,1166,121.20791
bid,1167,121.20769
bid,1168,121.207565
bid,1169,121.20751
bid,1170,121.20747
bid,1171,121.20743
bid,1172,121.207375
bid,1173,121.20733
bid,1174,120.98868
bid,1175,121.06992
bid,1176,121.11698
bid,1177,121.14201
bid,1178,121.159706
bid,1179,121.17364
bid,1180,121.18404
bid,1181,121.191315
bid,1182,121.19627
bid,1183,121.19963
bid,1184,121.201904
bid,1185,121.20345
bid,1186,121.119774
bid,1187,121.04259
bid,1188,121.10196
bid,1189,121.13552
bid,1190,121.15512
bid,1191,121.169525
bid,1192,121.180626
bid,1193,121.18872
bid,1194,120.97003
bid,1195,120.81141
bid,1196,120.95381
bid,1197,121.03441
bid,1198,121.08213
bid,1199,120.98979
bid,1200,121.064285
bid,1201,121.11148
bid,1202,121.13981
bid,1203,121.159515
bid,1204,121.17406
bid,1205,121.18448
bid,1206,121.19167
bid,1207,121.196556
bid,1208,121.19983
bid,1209,121.20201
bid,1210,121.20345
bid,1211,121.20437
bid,1212,121.20496
bid,1213,121.20532
bid,1214,121.20553
bid,1215,121.205635
bid,1216,121.20569
bid,1217,121.11196
bid,1218,121.14685
bid,1219,121.16707
bid,1220,121.177826
bid,1221,121.18545
bid,1222,121.19147
bid,1223,121.19597
bid,1224,121.19912
bid,1225,121.20129
bid,1226,120.90486
bid,1227,121.01669
bid,1228,120.9723
bid,1229,121.04767
bid,1230,121.09582
bid,1231,121.127716
bid,1232,121.15104
bid,1233,121.16819
bid,1234,121.18036
bid,1235,121.18877
bid,1236,121.1945
bid,1237,121.1984
bid,1238,120.95038
bid,1239,120.868774
bid,1240,120.98967
bid,1241,120.627655
bid,1242,120.52692
bid,1243,120.76231
bid,1244,120.90035
bid,1245,120.98707
bid,1246,120.881454
bid,1247,120.664925
bid,1248,120.52997
bid,1249,120.34884
bid,1250,120.641884
bid,1251,120.81817
bid,1252,120.929535
bid,1253,121.01103
bid,1254,121.07185
bid,1255,121.11533
bid,1256,121.14531
bid,1257,121.014336
bid,1258,121.084435
bid,1259,120.79877
bid,1260,120.61644
bid,1261,120.60662
bid,1262,120.80851
bid,1263,120.60146
bid,1264,120.18881
bid,1265,120.545494
bid,1266,120.75909
bid,1267,120.88731
bid,1268,120.97961
bid,1269,121.04926
bid,1270,121.09961
bid,1271,120.88873
bid,1272,121.003914
bid,1273,120.74549
bid,1274,120.5787
bid,1275,120.4707
bid,1276,120.393684
bid,1277,120.33764
bid,1278,120.29799
bid,1279,120.17994
bid,1280,120.19496
bid,1281,120.20204
bid,1282,119.99715
bid,1283,120.0755
bid,1284,120.12242
bid,1285,120.148384
bid,1286,120.16692
bid,1287,120.181526
bid,1288,120.02922
bid,1289,120.09728
bid,1290,119.94995
bid,1291,119.81221
bid,1292,119.9534
bid,1293,120.036934
bid,1294,120.0878
bid,1295,120.12495
bid,1296,120.15307
bid,1297,119.901535
bid,1298,119.802155
bid,1299,119.94939
bid,1300,120.03346
bid,1301,120.08473
bid,1302,120.122635
bid,1303,120.15145
bid,1304,120.17222
bid,1305,120.18658
bid,1306,120.19633
bid,1307,120.20293
bid,1308,120.207375
bid,1309,120.21034
bid,1310,120.212296
bid,1311,120.10469
bid,1312,120.14571
bid,1313,120.16969
bid,1314,120.182526
bid,1315,120.19155
bid,1316,120.19863
bid,1317,120.20389
bid,1318,120.20759
bid,1319,120.21011
bid,1320,120.21182
bid,1321,120.21299
bid,1322,120.21379
bid,1323,120.214325
bid,1324,120.21468
bid,1325,120.21493
bid,1326,120.21508
bid,1327,120.21518
bid,1328,120.21525
bid,1329,120.075356
bid,1330,120.1271
bid,1331,120.15733
bid,1332,120.173485
bid,1333,120.18493
bid,1334,120.193954
bid,1335,120.20071
bid,1336,120.16776
bid,1337,120.18497
bid,1338,120.19533
bid,1339,120.20121
bid,1340,120.08147
bid,1341,120.13037
bid,1342,120.1594
bid,1343,120.17528
bid,1344,120.18646
bid,1345,120.19516
bid,1346,120.20161
bid,1347,120.20614
bid,1348,120.20922
bid,1349,120.211334
bid,1350,120.21275
bid,1351,120.21372
bid,1352,120.21436
bid,1353,120.21479
bid,1354,120.21506
bid,1355,120.21523
bid,1356,120.21534
bid,1357,119.96439
bid,1358,119.99183
bid,1359,120.07017
bid,1360,120.11326
